state_name,county_name,state_fips,county_fips,age_adjusted_percent,age_adjusted_percent_sd,age_adjusted_percent_95l,age_adjusted_percent_p5u,est_percent,percent_sd,percent_95l,percent_95u,estimated_total,estimated_total_sd,estimated_total_95l,estimated_total_95h,v1,v2,obesity_bin,obesity_category
"NORTH CAROLINA","Surry County","37","171",28.5,3,23.1,34.8,28.2,2.8,23.1,34.3,15250,1528,12460,18520,"",,3,2
"NORTH CAROLINA","Swain County","37","173",32,2.7,27,37.5,31.6,2.5,26.9,36.7,3191,252,2722,3706,"",,4,5
"NORTH CAROLINA","Transylvania County","37","175",24.5,2.3,20.3,29.4,23.7,2,19.9,27.9,5619,485,4728,6632,"",,1,0
"NORTH CAROLINA","Tyrrell County","37","177",31.6,3.5,25.3,39.1,31.5,3.4,25.3,38.9,1021,111,819,1261,"",,4,4
"NORTH CAROLINA","Union County","37","179",27.1,1.5,24.3,30.1,27.5,1.5,24.6,30.6,37060,2055,33190,41220,"",,2,1
"NORTH CAROLINA","Vance County","37","181",33.6,3.2,27.7,40.1,33.7,3.1,28,40,10190,931,8460,12100,"",,5,5
"NORTH CAROLINA","Wake County","37","183",26.2,1.2,23.9,28.6,26.7,1.2,24.4,29.2,164600,7571,150200,180000,"",,2,0
"NORTH CAROLINA","Warren County","37","185",36.2,3.7,29.7,43.7,36.1,3.5,29.8,43.5,5421,523,4480,6525,"",,6,5
"NORTH CAROLINA","Washington County","37","187",33.5,3.5,27.2,40.8,33.4,3.3,27.5,40.3,3197,317,2627,3859,"",,5,5
"NORTH CAROLINA","Watauga County","37","189",24.9,2.2,20.8,29.5,25,2.2,20.8,29.6,8615,772,7180,10200,"",,1,0
"NORTH CAROLINA","Wayne County","37","191",31.5,1.6,28.4,34.7,31.9,1.6,28.8,35,25970,1304,23470,28530,"",,4,4
"NORTH CAROLINA","Wilkes County","37","193",28.7,2.2,24.7,33.5,28.6,2.1,24.7,33,14410,1046,12470,16640,"",,3,2
"NORTH CAROLINA","Wilson County","37","195",31.7,2.6,26.8,37.2,31.9,2.6,27.1,37.3,17930,1440,15270,20960,"",,4,4
"NORTH CAROLINA","Yadkin County","37","197",30.1,3.4,24,37.3,29.9,3.3,24,36.7,8464,928,6790,10390,"",,4,3
"NORTH CAROLINA","Yancey County","37","199",24.8,2.6,20.1,30.3,24.5,2.5,20,29.6,3540,356,2885,4273,"",,1,0
"NORTH DAKOTA","Adams County","38","001",27.8,3,22.4,34,27.6,2.7,22.6,33.1,498,48,408,597,"",,3,2
"NORTH DAKOTA","Barnes County","38","003",29.1,2.5,24.4,34.4,29.2,2.4,24.8,34.1,2399,194,2040,2805,"",,3,3
"NORTH DAKOTA","Benson County","38","005",32.1,3.2,26.3,38.9,31.9,3,26.4,38.1,1403,131,1162,1677,"",,4,5
"NORTH DAKOTA","Billings County","38","007",27.1,3.5,20.8,34.5,27.5,3.3,21.3,34.4,178,21,138,223,"",,2,1
"NORTH DAKOTA","Bottineau County","38","009",27.5,2.6,22.7,32.7,27.4,2.3,23.1,32.1,1365,116,1150,1601,"",,3,1
"NORTH DAKOTA","Bowman County","38","011",27.4,2.8,22.1,33.3,27.5,2.6,22.6,32.8,654,62,537,779,"",,2,1
"NORTH DAKOTA","Burke County","38","013",27.7,3.1,22.2,34.2,28.1,2.8,23,33.8,407,41,333,490,"",,3,1
"NORTH DAKOTA","Burleigh County","38","015",25,1.3,22.6,27.6,25,1.3,22.7,27.6,14750,744,13370,16260,"",,2,0
"NORTH DAKOTA","Cass County","38","017",27.6,1.2,25.5,30,27.6,1.2,25.4,30.2,28510,1248,26230,31100,"",,3,1
"NORTH DAKOTA","Cavalier County","38","019",27.8,2.8,22.6,33.7,27.7,2.5,23,33,851,78,707,1013,"",,3,2
"NORTH DAKOTA","Dickey County","38","021",27.8,2.7,22.8,33.5,27.6,2.5,22.8,32.8,1070,99,887,1272,"",,3,2
"NORTH DAKOTA","Divide County","38","023",28.3,3.1,22.7,34.7,28.1,2.8,23.1,33.8,465,46,381,559,"",,3,2
"NORTH DAKOTA","Dunn County","38","025",30.2,2.9,24.7,36.3,30.3,2.7,25.2,36,770,70,639,913,"",,4,4
"NORTH DAKOTA","Eddy County","38","027",27.6,2.9,22.3,33.7,27.5,2.6,22.6,33.1,517,49,425,622,"",,3,1
"NORTH DAKOTA","Emmons County","38","029",26.7,2.8,21.7,32.5,26.9,2.5,22.2,31.8,710,65,586,841,"",,2,1
"NORTH DAKOTA","Foster County","38","031",26.7,2.8,21.5,32.5,26.6,2.6,21.8,31.9,708,68,582,850,"",,2,1
"NORTH DAKOTA","Golden Valley County","38","033",27.5,3.1,21.8,34.1,27.7,2.9,22.5,33.8,336,35,273,410,"",,3,1
"NORTH DAKOTA","Grand Forks County","38","035",29.2,1.6,26.1,32.4,29.3,1.7,26.1,32.6,14020,789,12470,15580,"",,3,3
"NORTH DAKOTA","Grant County","38","037",29.8,3.1,24.1,36.1,29.5,2.7,24.4,35.1,575,53,476,684,"",,3,3
"NORTH DAKOTA","Griggs County","38","039",27.5,3,22.1,33.8,27.7,2.7,22.7,33.4,529,52,434,638,"",,3,1
"NORTH DAKOTA","Hettinger County","38","041",28.7,3,23.2,35.2,28.3,2.7,23.2,33.9,556,54,455,665,"",,3,2
"NORTH DAKOTA","Kidder County","38","043",27.3,3,21.6,33.5,27.4,2.7,22.3,33,500,50,407,603,"",,2,1
"NORTH DAKOTA","LaMoure County","38","045",27.6,2.8,22.6,33.3,27.5,2.5,23,32.5,865,78,723,1023,"",,3,1
"NORTH DAKOTA","Logan County","38","047",27.8,3.2,21.9,34.6,27.6,2.8,22.4,33.5,426,43,346,517,"",,3,2
"NORTH DAKOTA","McHenry County","38","049",28.8,2.8,23.7,34.4,28.7,2.6,23.9,33.8,1156,103,965,1363,"",,3,2
"NORTH DAKOTA","McIntosh County","38","051",29.9,3.1,24.2,36.4,29.3,2.7,24.3,35,639,59,530,763,"",,3,3
"NORTH DAKOTA","McKenzie County","38","053",30.7,2.7,25.8,36.2,30.6,2.5,25.9,35.8,1292,107,1094,1512,"",,4,4
"NORTH DAKOTA","McLean County","38","055",28.9,2.4,24.4,34,29,2.2,24.9,33.7,1923,149,1648,2230,"",,3,2
"NORTH DAKOTA","Mercer County","38","057",27.7,2.5,23.1,32.8,28.4,2.4,24,33.3,1737,144,1469,2039,"",,3,1
"NORTH DAKOTA","Morton County","38","059",29.4,2,25.7,33.6,29.5,1.9,25.9,33.5,5751,374,5054,6534,"",,3,3
"NORTH DAKOTA","Mountrail County","38","061",31.8,2.9,26.5,37.7,31.6,2.6,26.6,37,1462,123,1234,1715,"",,4,4
"NORTH DAKOTA","Nelson County","38","063",27.9,2.9,22.7,33.8,27.1,2.5,22.5,32.3,711,66,591,847,"",,3,2
"NORTH DAKOTA","Oliver County","38","065",27.8,3.1,22.2,34.4,28.2,2.9,22.9,34.2,380,39,308,461,"",,3,2
"NORTH DAKOTA","Pembina County","38","067",29.3,2.6,24.4,34.8,29.1,2.4,24.6,34.1,1698,141,1438,1991,"",,3,3
"NORTH DAKOTA","Pierce County","38","069",27.6,2.7,22.6,33.4,27.4,2.5,22.8,32.5,872,79,724,1034,"",,3,1
"NORTH DAKOTA","Ramsey County","38","071",28.4,2.4,23.9,33.4,28.3,2.2,24.1,33,2340,186,1994,2728,"",,3,2
"NORTH DAKOTA","Ransom County","38","073",28.7,2.7,23.8,34.4,28.7,2.5,24,33.9,1238,110,1035,1464,"",,3,2
"NORTH DAKOTA","Renville County","38","075",27.1,2.9,21.8,33.2,27,2.6,22.1,32.2,487,47,398,582,"",,2,1
"NORTH DAKOTA","Richland County","38","077",29.6,2.3,25.4,34.4,29.6,2.1,25.7,34.1,3525,254,3058,4065,"",,3,3
"NORTH DAKOTA","Rolette County","38","079",37.5,2.5,32.8,42.6,37.6,2.5,32.9,42.7,3217,212,2814,3648,"",,6,5
"NORTH DAKOTA","Sargent County","38","081",28.5,2.8,23.3,34.5,28.5,2.6,23.6,34,884,81,730,1052,"",,3,2
"NORTH DAKOTA","Sheridan County","38","083",28.9,3.6,22.5,36.4,28.6,3,23,34.7,306,32,246,372,"",,3,2
"NORTH DAKOTA","Sioux County","38","085",35.4,3.8,28.5,43.5,35.6,4,28.4,44,907,102,725,1122,"",,6,5
"NORTH DAKOTA","Slope County","38","087",27.7,3.7,20.7,35.6,28,3.5,21.4,35.2,153,19,117,193,"",,3,1
"NORTH DAKOTA","Stark County","38","089",28.2,2,24.4,32.3,28.2,1.9,24.7,32.1,4767,322,4166,5428,"",,3,2
"NORTH DAKOTA","Steele County","38","091",29.4,3.3,23.5,36.2,29.5,3,24,35.8,413,42,336,501,"",,3,3
"NORTH DAKOTA","Stutsman County","38","093",28.7,2.1,25,32.9,28.6,1.9,25.1,32.5,4525,301,3963,5143,"",,3,2
"NORTH DAKOTA","Towner County","38","095",28.2,3,22.6,34.6,28.1,2.7,23,33.8,506,49,414,608,"",,3,2
"NORTH DAKOTA","Traill County","38","097",29.4,2.8,24.3,35.2,29.3,2.6,24.5,34.7,1730,154,1446,2044,"",,3,3
"NORTH DAKOTA","Walsh County","38","099",28.4,2.5,23.8,33.8,28.5,2.4,24.1,33.5,2364,195,2001,2776,"",,3,2
"NORTH DAKOTA","Ward County","38","101",26.9,1.4,24.2,29.7,27,1.3,24.5,29.7,10660,530,9648,11730,"",,2,1
"NORTH DAKOTA","Wells County","38","103",27.1,2.7,22.1,32.9,27.1,2.4,22.6,32.1,915,82,763,1085,"",,2,1
"NORTH DAKOTA","Williams County","38","105",28.4,2,24.6,32.4,28.7,1.9,25.2,32.4,4275,279,3756,4827,"",,3,2
"OHIO","Adams County","39","001",29.4,2.7,24.5,35,29.6,2.6,24.8,34.9,6139,544,5140,7257,"",,3,3
"OHIO","Allen County","39","003",32.3,2.5,27.8,37.4,32.5,2.4,28.2,37.4,24830,1803,21520,28600,"",,4,5
"OHIO","Ashland County","39","005",29.1,2.6,24.3,34.5,29.2,2.5,24.6,34.5,11810,1013,9924,13940,"",,3,3
"OHIO","Ashtabula County","39","007",30.1,2.5,25.7,35.2,30.5,2.4,26.2,35.4,22800,1780,19620,26520,"",,4,3
"OHIO","Athens County","39","009",31.1,2.6,26.5,36.4,30.9,2.7,26.1,36.4,14380,1238,12120,16940,"",,4,4
"OHIO","Auglaize County","39","011",30.2,2.6,25.4,35.7,30.5,2.5,25.9,35.8,10400,868,8809,12190,"",,4,4
"OHIO","Belmont County","39","013",29.3,2.3,25.1,34.1,29.4,2.2,25.3,34,15650,1187,13440,18110,"",,3,3
"OHIO","Brown County","39","015",30.4,2.8,25.3,36.1,30.7,2.7,25.7,36.3,9853,879,8255,11650,"",,4,4
"OHIO","Butler County","39","017",30.2,2,26.4,34.2,30.5,1.9,26.8,34.5,78870,5039,69330,89330,"",,4,4
"OHIO","Carroll County","39","019",29.5,2.6,24.8,34.9,30,2.5,25.4,35.3,6473,542,5478,7610,"",,3,3
"OHIO","Champaign County","39","021",29,2.6,24.2,34.4,29.4,2.6,24.6,34.8,8596,756,7202,10190,"",,3,2
"OHIO","Clark County","39","023",30,2.3,25.7,34.7,30.4,2.2,26.2,35,31500,2320,27170,36250,"",,4,3
"OHIO","Clermont County","39","025",29.4,2.2,25.4,33.8,29.7,2.2,25.7,34.2,41720,3071,36100,48000,"",,3,3
"OHIO","Clinton County","39","027",29.4,2.7,24.4,35.1,29.6,2.7,24.7,35.3,9280,849,7736,11070,"",,3,3
"OHIO","Columbiana County","39","029",32.3,2.5,27.8,37.4,32.6,2.4,28.3,37.5,26820,1961,23270,30850,"",,4,5
"OHIO","Coshocton County","39","031",30.3,2.7,25.4,35.8,30.5,2.6,25.8,35.9,8189,688,6919,9613,"",,4,4
"OHIO","Crawford County","39","033",30.4,2.7,25.4,36.1,30.5,2.6,25.7,35.8,10040,854,8462,11790,"",,4,4
"OHIO","Cuyahoga County","39","035",28,1.2,25.8,30.5,28.2,1.1,26.1,30.5,267700,10580,247800,289000,"",,3,2
"OHIO","Darke County","39","037",28.7,2.6,24,34.1,28.8,2.4,24.3,33.9,11120,943,9374,13090,"",,3,2
"OHIO","Defiance County","39","039",28.1,2.5,23.6,33.4,28.4,2.4,24,33.5,8095,689,6855,9568,"",,3,2
"OHIO","Delaware County","39","041",26.6,1.7,23.4,30.2,26.9,1.8,23.5,30.5,31180,2067,27320,35380,"",,2,1
"OHIO","Erie County","39","043",29.3,2.3,25.1,34.1,29.7,2.2,25.7,34.2,17410,1293,15050,20080,"",,3,3
"OHIO","Fairfield County","39","045",30.3,2,26.6,34.3,30.7,2,27,34.6,31860,2027,28060,35970,"",,4,4
"OHIO","Fayette County","39","047",29.6,2.7,24.6,35.5,29.8,2.7,25,35.5,6244,558,5232,7432,"",,3,3
"OHIO","Franklin County","39","049",30.5,1.2,28.2,32.9,30.9,1.2,28.5,33.3,248500,9811,229800,268200,"",,4,4
"OHIO","Fulton County","39","051",29.4,2.6,24.5,34.9,30,2.6,25.1,35.2,9280,800,7766,10910,"",,3,3
"OHIO","Gallia County","39","053",29.3,2.6,24.6,34.8,29.7,2.5,25.1,35,6843,584,5778,8054,"",,3,3
"OHIO","Geauga County","39","055",26.7,2.3,22.4,31.5,27.3,2.2,23.2,31.9,19080,1547,16220,22300,"",,2,1
"OHIO","Greene County","39","057",28.7,2.2,24.7,33.3,29,2.2,25.1,33.5,33960,2528,29300,39230,"",,3,2
"OHIO","Guernsey County","39","059",29.6,2.5,25.1,34.9,29.8,2.4,25.5,34.9,8899,727,7596,10400,"",,3,3
"OHIO","Hamilton County","39","061",26.6,1.1,24.5,28.9,26.9,1.1,24.8,29,166600,6682,153600,179800,"",,2,1
"OHIO","Hancock County","39","063",29.6,2.4,25.2,34.7,29.9,2.4,25.6,34.8,16250,1278,13910,18920,"",,3,3
"OHIO","Hardin County","39","065",30.1,2.8,25.1,35.9,30.2,2.7,25.3,35.9,6972,634,5847,8289,"",,4,3
"OHIO","Harrison County","39","067",29.7,2.8,24.8,35.5,30.3,2.7,25.4,35.8,3578,315,3009,4231,"",,3,3
"OHIO","Henry County","39","069",30,2.8,25,35.8,30.3,2.7,25.5,35.8,6402,565,5378,7564,"",,4,3
"OHIO","Highland County","39","071",29,2.7,24.2,34.5,29.2,2.6,24.4,34.6,8945,801,7494,10600,"",,3,2
"OHIO","Hocking County","39","073",30.7,2.7,26,36.4,31.3,2.6,26.6,36.9,6794,567,5773,8005,"",,4,4
"OHIO","Holmes County","39","075",28.6,2.7,23.7,34.3,28.6,2.7,23.6,34.3,7661,731,6330,9183,"",,3,2
"OHIO","Huron County","39","077",31.1,2.6,26.3,36.4,31.4,2.6,26.6,36.6,13440,1106,11400,15680,"",,4,4
"OHIO","Jackson County","39","079",30.9,2.7,25.9,36.8,31.1,2.7,26.2,36.8,7684,664,6465,9088,"",,4,4
"OHIO","Jefferson County","39","081",31.9,2.5,27.3,36.8,32.2,2.3,27.8,36.9,17080,1226,14750,19550,"",,4,5
"OHIO","Knox County","39","083",28.4,2.3,24.1,33,28.6,2.2,24.4,33.1,12370,963,10550,14320,"",,3,2
"OHIO","Lake County","39","085",29.2,2,25.5,33.3,29.8,1.9,26.2,33.8,52770,3446,46350,59890,"",,3,3
"OHIO","Lawrence County","39","087",34.3,2.9,29,40.3,34.5,2.8,29.4,40.3,16120,1299,13720,18850,"",,5,5
"OHIO","Licking County","39","089",29.9,1.9,26.5,33.7,30.2,1.8,26.9,34,34760,2086,30910,39090,"",,3,3
"OHIO","Logan County","39","091",30.1,2.7,25.1,35.9,30.4,2.7,25.5,36,10290,907,8637,12180,"",,4,3
"OHIO","Lorain County","39","093",30.6,2.1,26.8,34.8,31,2,27.2,35.1,69270,4483,60840,78490,"",,4,4
"OHIO","Lucas County","39","095",30.9,1.2,28.6,33.4,31,1.2,28.8,33.4,98510,3742,91390,106000,"",,4,4
"OHIO","Madison County","39","097",29.1,2.3,24.8,34,29.4,2.3,25.1,34.3,9200,729,7855,10730,"",,3,3
"OHIO","Mahoning County","39","099",27.7,1.2,25.4,30,28.1,1.1,26,30.2,50580,1961,46790,54500,"",,3,1
"OHIO","Marion County","39","101",29.3,2.2,25.1,33.9,29.4,2.2,25.4,34,14630,1081,12620,16880,"",,3,3
"OHIO","Medina County","39","103",27.8,2.1,23.9,32.2,28.2,2.1,24.3,32.5,35490,2615,30610,40840,"",,3,2
"OHIO","Meigs County","39","105",29.9,2.7,24.8,35.8,30.1,2.6,25.2,35.7,5189,454,4341,6146,"",,3,3
"OHIO","Mercer County","39","107",28.9,2.6,24.2,34.1,29.2,2.5,24.6,34.2,8528,730,7175,9998,"",,3,2
"OHIO","Miami County","39","109",28.9,2.4,24.5,33.8,29.3,2.3,25,34.1,22130,1755,18880,25730,"",,3,2
"OHIO","Monroe County","39","111",30.9,2.9,25.8,37,31.3,2.7,26.3,36.9,3445,300,2903,4071,"",,4,4
"OHIO","Montgomery County","39","113",29.9,1.2,27.6,32.4,30.1,1.2,27.9,32.5,118500,4603,109900,127900,"",,3,3
"OHIO","Morgan County","39","115",31.1,2.8,26.2,37.1,31.1,2.7,26.3,36.7,3420,296,2894,4038,"",,4,4
"OHIO","Morrow County","39","117",29.5,2.6,24.8,34.8,29.9,2.6,25.3,35.2,7607,654,6428,8938,"",,3,3
"OHIO","Muskingum County","39","119",29.3,2.2,25.2,33.9,29.5,2.1,25.6,33.9,18510,1321,16070,21300,"",,3,3
"OHIO","Noble County","39","121",30.5,2.8,25.5,36.4,30.4,2.8,25.4,36.3,3443,317,2875,4108,"",,4,4
"OHIO","Ottawa County","39","123",30,2.7,25.1,35.8,30.2,2.6,25.6,35.6,9578,813,8098,11260,"",,4,3
"OHIO","Paulding County","39","125",29.6,2.7,24.5,35.4,29.9,2.7,25,35.5,4230,378,3529,5026,"",,3,3
"OHIO","Perry County","39","127",30.1,2.6,25.5,35.5,30.4,2.5,25.9,35.8,7764,646,6594,9136,"",,4,3
"OHIO","Pickaway County","39","129",30.7,2.4,26.2,35.7,30.9,2.4,26.5,35.9,12670,982,10840,14710,"",,4,4
"OHIO","Pike County","39","131",30,2.8,24.9,35.9,30.1,2.8,25.1,35.9,6146,571,5125,7334,"",,4,3
"OHIO","Portage County","39","133",28.6,2.1,24.6,32.7,28.8,2,24.9,32.9,33380,2374,28890,38190,"",,3,2
"OHIO","Preble County","39","135",28.7,2.6,23.9,34.1,29.2,2.6,24.5,34.5,9117,799,7665,10780,"",,3,2
"OHIO","Putnam County","39","137",30.8,2.8,25.7,36.7,31.1,2.7,26.1,36.8,7692,670,6450,9098,"",,4,4
"OHIO","Richland County","39","139",28.7,2.1,24.8,33.2,29,2.1,25.2,33.2,27150,1940,23640,31120,"",,3,2
"OHIO","Ross County","39","141",31.8,2.6,27,37.5,32,2.6,27.3,37.6,18490,1511,15770,21690,"",,4,4
"OHIO","Sandusky County","39","143",29.6,2.5,25.1,35,29.9,2.4,25.5,35,13400,1081,11420,15680,"",,3,3
"OHIO","Scioto County","39","145",31.3,2.6,26.5,36.8,31.3,2.5,26.7,36.7,17870,1453,15220,20910,"",,4,4
"OHIO","Seneca County","39","147",28.8,2.5,24.2,34,29.2,2.4,24.7,34.2,12160,1010,10270,14210,"",,3,2
"OHIO","Shelby County","39","149",28.9,2.5,24.3,34.1,29.3,2.5,24.7,34.4,10160,868,8568,11950,"",,3,2
"OHIO","Stark County","39","151",30.4,1.2,28.1,32.9,30.8,1.2,28.6,33.1,87320,3276,81130,93800,"",,4,4
"OHIO","Summit County","39","153",27.6,1,25.8,29.6,28,.9,26.2,29.9,112300,3724,105200,119700,"",,3,1
"OHIO","Trumbull County","39","155",27.7,2,24,31.8,27.9,1.9,24.4,31.8,44770,3028,39130,51060,"",,3,1
"OHIO","Tuscarawas County","39","157",28.9,2.2,24.8,33.3,29.3,2.1,25.4,33.6,20060,1458,17360,22970,"",,3,2
"OHIO","Union County","39","159",31.2,2.5,26.6,36.3,31.7,2.5,27,36.9,10920,870,9306,12710,"",,4,4
"OHIO","Van Wert County","39","161",30.2,2.8,25.2,36.1,30.5,2.7,25.7,36.2,6464,570,5444,7680,"",,4,4
"OHIO","Vinton County","39","163",30.3,2.8,25.2,36.5,30.6,2.8,25.6,36.6,2995,272,2502,3578,"",,4,4
"OHIO","Warren County","39","165",27.2,2,23.5,31.4,27.6,2.1,23.8,31.8,41160,3055,35470,47340,"",,2,1
"OHIO","Washington County","39","167",30.2,2.4,25.7,35.2,30.5,2.3,26.2,35.1,14290,1075,12280,16460,"",,4,4
"OHIO","Wayne County","39","169",29.8,2.5,25.2,34.9,30.1,2.4,25.7,35.1,24650,1970,21020,28730,"",,3,3
"OHIO","Williams County","39","171",29.4,2.6,24.6,34.8,29.8,2.6,25.1,35,8517,729,7162,10010,"",,3,3
"OHIO","Wood County","39","173",29.4,2.2,25.3,34.1,29.6,2.2,25.5,34.2,27270,2039,23550,31550,"",,3,3
"OHIO","Wyandot County","39","175",29.9,2.8,24.7,35.8,30.2,2.7,25.1,35.8,5034,458,4184,5982,"",,3,3
"OKLAHOMA","Adair County","40","001",33.6,3.2,27.8,40.2,33.7,3.1,28,40.2,5019,467,4162,5985,"",,5,5
"OKLAHOMA","Alfalfa County","40","003",30.8,3.7,24.1,38.7,30.2,3.5,23.8,37.5,1403,163,1105,1743,"",,4,4
"OKLAHOMA","Atoka County","40","005",31,3.2,25.3,37.9,31,3.2,25.3,37.6,3447,352,2812,4191,"",,4,4
"OKLAHOMA","Beaver County","40","007",31.3,4.1,24.2,40.5,31.4,3.9,24.6,40.1,1204,149,941,1534,"",,4,4
"OKLAHOMA","Beckham County","40","009",31,3.3,25.1,38,31,3.2,25.2,37.9,4786,500,3883,5853,"",,4,4
"OKLAHOMA","Blaine County","40","011",31.7,3.4,25.7,38.6,31.5,3.3,25.5,38.3,3076,326,2491,3740,"",,4,4
"OKLAHOMA","Bryan County","40","013",29.7,2.8,24.6,35.3,29.5,2.7,24.5,35,8584,787,7129,10190,"",,3,3
"OKLAHOMA","Caddo County","40","015",31.9,2.9,26.5,37.8,31.8,2.8,26.6,37.4,6564,570,5495,7728,"",,4,5
"OKLAHOMA","Canadian County","40","017",29.9,1.8,26.4,33.6,30.4,1.8,26.9,34.2,23330,1416,20640,26210,"",,3,3
"OKLAHOMA","Carter County","40","019",30.5,2.7,25.7,36.1,30.3,2.5,25.7,35.7,10610,889,8986,12480,"",,4,4
"OKLAHOMA","Cherokee County","40","021",33.3,2.8,28.1,39,33.2,2.8,28.1,38.9,10900,908,9225,12760,"",,5,5
"OKLAHOMA","Choctaw County","40","023",31.9,3.3,26,38.8,31.5,3.1,25.8,37.9,3404,336,2791,4100,"",,4,5
"OKLAHOMA","Cimarron County","40","025",29.2,4,21.9,37.7,28.8,3.8,22,36.8,557,73,425,712,"",,3,3
"OKLAHOMA","Cleveland County","40","027",28.7,1.5,25.9,31.7,29.2,1.6,26.3,32.3,51730,2750,46600,57300,"",,3,2
"OKLAHOMA","Coal County","40","029",31.8,3.7,25.2,39.8,31.3,3.5,25.1,39,1305,148,1045,1625,"",,4,4
"OKLAHOMA","Comanche County","40","031",31.3,2,27.4,35.3,31.5,2,27.6,35.5,23860,1539,20950,26940,"",,4,4
"OKLAHOMA","Cotton County","40","033",32.2,4,25.2,40.9,32.1,3.8,25.2,40.4,1451,174,1142,1829,"",,4,5
"OKLAHOMA","Craig County","40","035",33.3,3.4,27.1,40.3,32.8,3.2,27,39.5,3759,370,3086,4517,"",,5,5
"OKLAHOMA","Creek County","40","037",32.5,2.5,27.9,37.5,32.3,2.4,27.9,37.1,16570,1214,14280,19010,"",,5,5
"OKLAHOMA","Custer County","40","039",29.9,3,24.5,36.1,29.7,2.9,24.4,35.7,5696,563,4680,6852,"",,3,3
"OKLAHOMA","Delaware County","40","041",31.9,2.8,26.8,37.7,31,2.6,26.2,36.4,9460,793,8005,11120,"",,4,5
"OKLAHOMA","Dewey County","40","043",32.1,4.1,24.7,40.7,31.5,3.8,24.7,39.5,1052,128,826,1322,"",,4,5
"OKLAHOMA","Ellis County","40","045",31.7,4.2,24.4,40.5,31.1,3.8,24.2,39.2,951,118,742,1201,"",,4,4
"OKLAHOMA","Garfield County","40","047",31.7,2.6,26.9,37.2,31.4,2.5,26.8,36.4,13250,1042,11300,15380,"",,4,4
"OKLAHOMA","Garvin County","40","049",29.1,3,23.7,35.3,28.7,2.8,23.6,34.6,5795,562,4753,6973,"",,3,3
"OKLAHOMA","Grady County","40","051",32.1,2.6,27.5,37.4,32.3,2.5,27.7,37.5,12000,938,10280,13930,"",,4,5
"OKLAHOMA","Grant County","40","053",29.6,3.9,22.7,37.9,29.2,3.6,22.6,37,1006,125,778,1275,"",,3,3
"OKLAHOMA","Greer County","40","055",31.5,3.9,24.8,40,30.9,3.7,24.4,39.1,1383,167,1092,1753,"",,4,4
"OKLAHOMA","Harmon County","40","057",31.4,4,24.3,39.7,31,3.7,24.2,38.8,646,78,506,809,"",,4,4
"OKLAHOMA","Harper County","40","059",30.1,4,23.1,38.6,29.8,3.7,23.1,37.8,748,93,580,950,"",,4,3
"OKLAHOMA","Haskell County","40","061",34.1,3.8,27.2,42,33.8,3.6,27.2,41.4,2978,319,2395,3652,"",,5,5
"OKLAHOMA","Hughes County","40","063",32.4,3.3,26.5,39.6,32,3.2,26.3,38.9,3293,329,2707,4002,"",,4,5
"OKLAHOMA","Jackson County","40","065",30.9,3.2,25.3,37.6,31.2,3.1,25.6,37.7,5358,535,4395,6490,"",,4,4
"OKLAHOMA","Jefferson County","40","067",30.1,3.7,23.6,37.9,29.6,3.5,23.4,37,1370,160,1081,1713,"",,4,3
"OKLAHOMA","Johnston County","40","069",31.9,3.6,25.2,39.7,31.8,3.5,25.4,39.3,2359,262,1880,2915,"",,4,5
"OKLAHOMA","Kay County","40","071",32.5,2.8,27.5,38.4,32.1,2.6,27.4,37.5,10510,842,8977,12280,"",,5,5
"OKLAHOMA","Kingfisher County","40","073",30.5,3.4,24.4,37.9,30.4,3.3,24.4,37.5,3206,345,2574,3945,"",,4,4
"OKLAHOMA","Kiowa County","40","075",30.5,3.5,24.2,38.2,29.9,3.3,23.9,36.9,2126,233,1703,2626,"",,4,4
"OKLAHOMA","Latimer County","40","077",32.2,3.6,25.9,40,31.8,3.5,25.8,39.2,2432,264,1968,2993,"",,4,5
"OKLAHOMA","Le Flore County","40","079",29.1,2.5,24.5,34.5,29.1,2.5,24.5,34.2,10450,883,8813,12290,"",,3,3
"OKLAHOMA","Lincoln County","40","081",31,3,25.5,37.2,31.1,2.9,25.9,37.1,7342,675,6099,8760,"",,4,4
"OKLAHOMA","Logan County","40","083",31.4,2.7,26.3,36.9,31.5,2.7,26.5,37,8745,741,7361,10270,"",,4,4
"OKLAHOMA","Love County","40","085",30.8,3.6,24.2,38.3,30.5,3.5,24.3,37.8,2070,234,1646,2562,"",,4,4
"OKLAHOMA","Major County","40","093",28.5,3.6,22.1,36.5,28.3,3.4,22.2,35.8,1538,187,1204,1943,"",,3,2
"OKLAHOMA","Marshall County","40","095",30.9,3.5,24.5,38.3,30.3,3.3,24.2,37.2,3332,363,2665,4093,"",,4,4
"OKLAHOMA","Mayes County","40","097",33,3,27.6,39.1,32.7,2.8,27.6,38.6,9532,829,8031,11240,"",,5,5
"OKLAHOMA","McClain County","40","087",30.4,2.8,25.3,36.2,30.5,2.7,25.5,36.1,7206,641,6017,8524,"",,4,4
"OKLAHOMA","McCurtain County","40","089",31.5,2.8,26.3,37.3,31.4,2.7,26.4,37,7534,652,6336,8868,"",,4,4
"OKLAHOMA","McIntosh County","40","091",34,3.4,27.9,41.5,33,3.1,27.3,39.8,4966,474,4117,5988,"",,5,5
